name,price,status,shipping,free_returns,items_sold
IKEA Forsa Intertek Chrome Articulated Desk Lamp Adjustable Arm Table Light,$35.00,Pre-Owned,14.06,False,
2pcs Spiral Table Lamps Modern Minimalistic Dimmable Table Lamp 3 Color LED Lamp,$26.95,Brand New,0,True,98
LED Desk Lamp Adjustable Swing Arm Lamp with Clamp Eye-Caring Reading Desk Light,$21.98,Brand New,0,False,
"11-in-1 Power Desk Lamp, Clock & USB-A/USB-C | Overload Protected",$39.90,Open Box,2.99,False,
Battery Powered Desk Lamp Portable Lamps Rechargeable 3 Color Modes TouchControl,$15.99,Brand New,0,False,
Clip on Table Lamp Dimmable Eye-Caring Clamp Light 3 Color Modes 10 Brightness,$10.99,Brand New,0,False,
LED Desk Lamp Catch-All Base AC Outlet Energy Efficient Flexible Gooseneck New,$12.96,Brand New,0,False,
NEW Ikea Jansjo Desk Lamp Black Flexible Gooseneck 201.696.58 New In Box,$37.95,Open Box,11.95,False,
Retro Table Lamp Steam Punk Desk Lamp Pipe Desk Lamp Nightstand Lamp Bedroom,$23.99,Brand New,0,False,38
"Led Desk Lamp with Clamp - 10 Brightness Levels, 12"" Flexible Gooseneck,Eye Prot",$13.09,Brand New,0,True,
"Desk Lamp with Charger, 10-100 Stepless Dimmable  5 Color Modes Study Lamp, T...",$27.84,Brand New,0,True,
"Mainstays LED Desk Lamp with Catch-All Base & AC Outlet, Matte Black",$10.93,Brand New,2.9924,False,
"LED Desk Lamp for Home Office with Base, 28.2"" Adjustable Gooseneck Swing Arm...",$64.38,Brand New,0,False,
ACNCTOP Desk Lamp for Office Home - Eye-Caring Architect Task 25 Black,$20.99,Brand New,0,True,
LED Desk Light Dimmable Bedside Reading Night Lamp USB Rechargeable Touch Sensor,$7.76,Brand New,0,False,20
"Led Desk Lamps for Home Office, Double-Sided Dimmable Desk Light with Clamp a...",$133.08,Brand New,0,True,
"Small modern desk lamp with linen shade, dimmable LED, E26 base, bedside table",$28.79,Brand New,0,True,
"Desk Lamp LED Bulb Included, Small Bedside Table Lamp Plug-In - Classic Wood Bas",$19.40,Brand New,0,True,
LED Desk Lamp Gooseneck Adjustable Selfie Ring Lamp w/ Clamp Reading Table Light,$15.99,Brand New,0,True,
"Tiffany Style Desk Lamp Stained Glass Shade 10"" Tall",$28.00,Pre-Owned,15.25,False,
